n,live_before,absorbed,merged,live_after
36460000,7,0,0,7
36480000,7,0,0,7
36500000,7,0,0,7
36520000,7,0,0,7
36540000,7,0,0,7
36560000,7,0,0,7
36580000,7,0,0,7
36600000,7,0,0,7
36620000,7,0,0,7
36640000,7,0,0,7
36660000,7,0,0,7
36680000,7,0,0,7
36700000,7,0,0,7
36720000,7,0,0,7
36740000,7,0,0,7
36760000,7,0,0,7
36780000,7,0,0,7
36800000,7,0,0,7
36820000,7,0,0,7
36840000,7,0,0,7
36860000,7,0,0,7
36880000,7,0,0,7
36900000,7,0,0,7
36920000,7,0,0,7
36940000,7,0,0,7
36960000,7,0,0,7
36980000,7,0,0,7
37000000,7,0,0,7
37020000,7,0,0,7
37040000,7,0,0,7
37060000,7,0,0,7
37080000,7,0,0,7
37100000,7,0,0,7
37120000,7,0,0,7
37140000,7,0,0,7
37160000,7,0,0,7
37180000,7,0,0,7
37200000,7,0,0,7
37220000,7,0,0,7
37240000,7,0,0,7
37260000,7,0,0,7
37280000,7,0,0,7
37300000,7,0,0,7
37320000,7,0,0,7
37340000,7,0,0,7
37360000,7,0,0,7
37380000,7,0,0,7
37400000,7,0,0,7
37420000,7,0,0,7
37440000,7,0,0,7
37460000,7,0,0,7
37480000,7,0,0,7
37500000,7,0,0,7
37520000,7,0,0,7
37540000,7,0,0,7
37560000,7,0,0,7
37580000,7,0,0,7
37600000,7,0,0,7
37620000,7,0,0,7
37640000,7,0,0,7
37660000,7,0,0,7
37680000,7,0,0,7
37700000,7,0,0,7
37720000,7,0,0,7
37740000,7,0,0,7
37760000,7,0,0,7
37780000,7,0,0,7
37800000,7,0,0,7
37820000,7,0,0,7
37840000,7,0,0,7
37860000,7,0,0,7
37880000,7,0,0,7
37900000,7,0,0,7
37920000,7,0,0,7
37940000,7,0,0,7
37960000,7,0,0,7
37980000,7,0,0,7
38000000,7,0,0,7
38020000,7,0,0,7
38040000,7,0,0,7
38060000,7,0,0,7
38080000,7,0,0,7
38100000,7,0,0,7
38120000,7,0,0,7
38140000,7,0,0,7
38160000,7,0,0,7
38180000,7,0,0,7
38200000,7,0,0,7
38220000,7,0,0,7
38240000,7,0,0,7
38260000,7,0,0,7
38280000,7,0,0,7
38300000,7,0,0,7
38320000,7,0,0,7
38340000,7,0,0,7
38360000,7,0,0,7
38380000,7,0,0,7
38400000,7,0,0,7
38420000,7,0,0,7
38440000,7,0,0,7
38460000,7,0,0,7
38480000,7,0,0,7
38500000,7,0,0,7
38520000,7,0,0,7
38540000,7,0,0,7
38560000,7,0,0,7
38580000,7,0,0,7
38600000,7,0,0,7
38620000,7,0,0,7
38640000,7,0,0,7
38660000,7,0,0,7
38680000,7,0,0,7
38700000,7,0,0,7
38720000,7,0,0,7
38740000,7,0,0,7
38760000,7,0,0,7
38780000,7,0,0,7
38800000,7,0,0,7
38820000,7,0,0,7
38840000,7,0,0,7
38860000,7,0,0,7
38880000,7,0,0,7
38900000,7,0,0,7
38920000,7,0,0,7
38940000,7,0,0,7
38960000,7,0,0,7
38980000,7,0,0,7
39000000,7,0,0,7
39020000,7,0,0,7
39040000,7,0,0,7
39060000,7,0,0,7
39080000,7,0,0,7
39100000,7,0,0,7
39120000,7,0,0,7
39140000,7,0,0,7
39160000,7,0,0,7
39180000,7,0,0,7
39200000,7,0,0,7
39220000,7,0,0,7
39240000,7,0,0,7
39260000,7,0,0,7
39280000,7,0,0,7
39300000,7,0,0,7
39320000,7,0,0,7
39340000,7,0,0,7
39360000,7,0,0,7
39380000,7,0,0,7
39400000,7,0,0,7
39420000,7,0,0,7
39440000,7,0,0,7
39460000,7,0,0,7
39480000,7,0,0,7
39500000,7,0,0,7
39520000,7,0,0,7
39540000,7,0,0,7
39560000,7,0,0,7
39580000,7,0,0,7
39600000,7,0,0,7
39620000,7,0,0,7
39640000,7,0,0,7
39660000,7,0,0,7
39680000,7,0,0,7
39700000,7,0,0,7
39720000,7,0,0,7
39740000,7,0,0,7
39760000,7,0,0,7
39780000,7,0,0,7
39800000,7,0,0,7
39820000,7,0,0,7
39840000,7,0,0,7
39860000,7,0,0,7
39880000,7,0,0,7
39900000,7,0,0,7
39920000,7,0,0,7
39940000,7,0,0,7
39960000,7,0,0,7
39980000,7,0,0,7
40000000,7,0,0,7
40020000,7,0,0,7
40040000,7,0,0,7
40060000,7,0,0,7
40080000,7,0,0,7
40100000,7,0,0,7
40120000,7,0,0,7
40140000,7,0,0,7
40160000,7,0,0,7
40180000,7,0,0,7
40200000,7,0,0,7
40220000,7,0,0,7
40240000,7,0,0,7
40260000,7,0,0,7
40280000,7,0,0,7
40300000,7,0,0,7
40320000,7,0,0,7
40340000,7,0,0,7
40360000,7,0,0,7
40380000,7,0,0,7
40400000,7,0,0,7
40420000,7,0,0,7
40440000,7,0,0,7
40460000,7,0,0,7
40480000,7,0,0,7
40500000,7,0,0,7
40520000,7,0,0,7
40540000,7,0,0,7
40560000,7,0,0,7
40580000,7,0,0,7
40600000,7,0,0,7
40620000,7,0,0,7
40640000,7,0,0,7
40660000,7,0,0,7
40680000,7,0,0,7
40700000,7,0,0,7
40720000,7,0,0,7
40740000,7,0,0,7
40760000,7,0,0,7
40780000,7,0,0,7
40800000,7,0,0,7
40820000,7,0,0,7
40840000,7,0,0,7
40860000,7,0,0,7
40880000,7,0,0,7
40900000,7,0,0,7
40920000,7,0,0,7
40940000,7,0,0,7
40960000,7,0,0,7
40980000,7,0,0,7
41000000,7,0,0,7
41020000,7,0,0,7
41040000,7,0,0,7
41060000,7,0,0,7
41080000,7,0,0,7
41100000,7,0,0,7
41120000,7,0,0,7
41140000,7,0,0,7
41160000,7,0,0,7
41180000,7,0,0,7
41200000,7,0,0,7
41220000,7,0,0,7
41240000,7,0,0,7
41260000,7,0,0,7
41280000,7,0,0,7
41300000,7,0,0,7
41320000,7,0,0,7
41340000,7,0,0,7
41360000,7,0,0,7
41380000,7,0,0,7
41400000,7,0,0,7
41420000,7,0,0,7
41440000,7,0,0,7
41460000,7,0,0,7
41480000,7,0,0,7
41500000,7,0,0,7
41520000,7,0,0,7
41540000,7,0,0,7
41560000,7,0,0,7
41580000,7,0,0,7
41600000,7,0,0,7
41620000,7,0,0,7
41640000,7,0,0,7
41660000,7,0,0,7
41680000,7,0,0,7
41700000,7,0,0,7
41720000,7,0,0,7
41740000,7,0,0,7
41760000,7,0,0,7
41780000,7,0,0,7
41800000,7,0,0,7
41820000,7,0,0,7
41840000,7,0,0,7
41860000,7,0,0,7
41880000,7,0,0,7
41900000,7,0,0,7
41920000,7,0,0,7
41940000,7,0,0,7
41960000,7,0,0,7
41980000,7,0,0,7
42000000,7,0,0,7
42020000,7,0,0,7
42040000,7,0,0,7
42060000,7,0,0,7
42080000,7,0,0,7
42100000,7,0,0,7
42120000,7,0,0,7
42140000,7,0,0,7
42160000,7,0,0,7
42180000,7,0,0,7
42200000,7,0,0,7
42220000,7,0,0,7
42240000,7,0,0,7
42260000,7,0,0,7
42280000,7,0,0,7
42300000,7,0,0,7
42320000,7,0,0,7
42340000,7,0,0,7
42360000,7,0,0,7
42380000,7,0,0,7
42400000,7,0,0,7
42420000,7,0,0,7
42440000,7,0,0,7
42460000,7,0,0,7
42480000,7,0,0,7
42500000,7,0,0,7
42520000,7,0,0,7
42540000,7,0,0,7
42560000,7,0,0,7
42580000,7,0,0,7
42600000,7,0,0,7
42620000,7,0,0,7
42640000,7,0,0,7
42660000,7,0,0,7
42680000,7,0,0,7
42700000,7,0,0,7
42720000,7,0,0,7
42740000,7,0,0,7
42760000,7,0,0,7
42780000,7,0,0,7
42800000,7,0,0,7
42820000,7,0,0,7
42840000,7,0,0,7
42860000,7,0,0,7
42880000,7,0,0,7
42900000,7,0,0,7
42920000,7,0,0,7
42940000,7,0,0,7
42960000,7,0,0,7
42980000,7,0,0,7
43000000,7,0,0,7
43020000,7,0,0,7
43040000,7,0,0,7
43060000,7,0,0,7
43080000,7,0,0,7
43100000,7,0,0,7
43120000,7,0,0,7
43140000,7,0,0,7
43160000,7,0,0,7
43180000,7,0,0,7
43200000,7,0,0,7
43220000,7,0,0,7
43240000,7,0,0,7
43260000,7,0,0,7
43280000,7,0,0,7
43300000,7,0,0,7
43320000,7,0,0,7
43340000,7,0,0,7
43360000,7,0,0,7
43380000,7,0,0,7
43400000,7,0,0,7
43420000,7,0,0,7
43440000,7,0,0,7
43460000,7,0,0,7
43480000,7,0,0,7
43500000,7,0,0,7
43520000,7,0,0,7
43540000,7,0,0,7
43560000,7,0,0,7
43580000,7,0,0,7
43600000,7,0,0,7
43620000,7,0,0,7
43640000,7,0,0,7
43660000,7,0,0,7
43680000,7,0,0,7
43700000,7,0,0,7
43720000,7,0,0,7
43740000,7,0,0,7
43760000,7,0,0,7
43780000,7,0,0,7
43800000,7,0,0,7
43820000,7,0,0,7
43840000,7,0,0,7
43860000,7,0,0,7
43880000,7,0,0,7
43900000,7,0,0,7
43920000,7,0,0,7
43940000,7,0,0,7
43960000,7,0,0,7
43980000,7,0,0,7
44000000,7,0,0,7
44020000,7,0,0,7
44040000,7,0,0,7
44060000,7,0,0,7
44080000,7,0,0,7
44100000,7,0,0,7
44120000,7,0,0,7
44140000,7,0,0,7
44160000,7,0,0,7
44180000,7,0,0,7
44200000,7,0,0,7
44220000,7,0,0,7
44240000,7,0,0,7
44260000,7,0,0,7
44280000,7,0,0,7
44300000,7,0,0,7
44320000,7,0,0,7
44340000,7,0,0,7
44360000,7,0,0,7
44380000,7,0,0,7
44400000,7,0,0,7
44420000,7,0,0,7
44440000,7,0,0,7
44460000,7,0,0,7
44480000,7,0,0,7
44500000,7,0,0,7
44520000,7,0,0,7
44540000,7,0,0,7
44560000,7,0,0,7
44580000,7,0,0,7
44600000,7,0,0,7
44620000,7,0,0,7
44640000,7,0,0,7
44660000,7,0,0,7
44680000,7,0,0,7
44700000,7,0,0,7
44720000,7,0,0,7
44740000,7,0,0,7
44760000,7,0,0,7
44780000,7,0,0,7
44800000,7,0,0,7
44820000,7,0,0,7
44840000,7,0,0,7
44860000,7,0,0,7
44880000,7,0,0,7
44900000,7,0,0,7
44920000,7,0,0,7
44940000,7,0,0,7
44960000,7,0,0,7
44980000,7,0,0,7
45000000,7,0,0,7
45020000,7,0,0,7
45040000,7,0,0,7
45060000,7,0,0,7
45080000,7,0,0,7
45100000,7,0,0,7
45120000,7,0,0,7
45140000,7,0,0,7
45160000,7,0,0,7
45180000,7,0,0,7
45200000,7,0,0,7
45220000,7,0,0,7
45240000,7,0,0,7
45260000,7,0,0,7
45280000,7,0,0,7
45300000,7,0,0,7
45320000,7,0,0,7
45340000,7,0,0,7
45360000,7,0,0,7
45380000,7,0,0,7
45400000,7,0,0,7
45420000,7,0,0,7
45440000,7,0,0,7
45460000,7,0,0,7
45480000,7,0,0,7
45500000,7,0,0,7
45520000,7,0,0,7
45540000,7,0,0,7
45560000,7,0,0,7
45580000,7,0,0,7
45600000,7,0,0,7
45620000,7,0,0,7
45640000,7,0,0,7
45660000,7,0,0,7
45680000,7,0,0,7
45700000,7,0,0,7
45720000,7,0,0,7
45740000,7,0,0,7
45760000,7,0,0,7
45761407,7,1,0,6
45780000,6,0,0,6
45800000,6,0,0,6
45820000,6,0,0,6
45840000,6,0,0,6
45860000,6,0,0,6
45880000,6,0,0,6
45900000,6,0,0,6
45920000,6,0,0,6
45940000,6,0,0,6
45960000,6,0,0,6
45980000,6,0,0,6
46000000,6,0,0,6
46020000,6,0,0,6
46040000,6,0,0,6
46060000,6,0,0,6
46080000,6,0,0,6
46100000,6,0,0,6
46120000,6,0,0,6
46140000,6,0,0,6
46160000,6,0,0,6
46180000,6,0,0,6
46200000,6,0,0,6
46220000,6,0,0,6
46240000,6,0,0,6
46260000,6,0,0,6
46280000,6,0,0,6
46300000,6,0,0,6
46320000,6,0,0,6
46340000,6,0,0,6
46360000,6,0,0,6
46380000,6,0,0,6
46400000,6,0,0,6
46420000,6,0,0,6
46440000,6,0,0,6
46460000,6,0,0,6
46480000,6,0,0,6
46500000,6,0,0,6
46520000,6,0,0,6
46540000,6,0,0,6
46560000,6,0,0,6
46580000,6,0,0,6
46600000,6,0,0,6
46620000,6,0,0,6
46640000,6,0,0,6
46660000,6,0,0,6
46680000,6,0,0,6
46700000,6,0,0,6
46720000,6,0,0,6
46740000,6,0,0,6
46760000,6,0,0,6
46780000,6,0,0,6
46800000,6,0,0,6
46820000,6,0,0,6
46840000,6,0,0,6
46860000,6,0,0,6
46880000,6,0,0,6
46900000,6,0,0,6
46920000,6,0,0,6
46940000,6,0,0,6
46960000,6,0,0,6
46980000,6,0,0,6
47000000,6,0,0,6
47020000,6,0,0,6
47040000,6,0,0,6
47060000,6,0,0,6
47080000,6,0,0,6
47100000,6,0,0,6
47120000,6,0,0,6
47140000,6,0,0,6
47160000,6,0,0,6
47180000,6,0,0,6
47200000,6,0,0,6
47220000,6,0,0,6
47240000,6,0,0,6
47260000,6,0,0,6
47280000,6,0,0,6
47300000,6,0,0,6
47320000,6,0,0,6
47340000,6,0,0,6
47360000,6,0,0,6
47380000,6,0,0,6
47400000,6,0,0,6
47420000,6,0,0,6
47440000,6,0,0,6
47460000,6,0,0,6
47480000,6,0,0,6
47500000,6,0,0,6
47520000,6,0,0,6
47540000,6,0,0,6
47560000,6,0,0,6
47580000,6,0,0,6
47600000,6,0,0,6
47620000,6,0,0,6
47640000,6,0,0,6
47660000,6,0,0,6
47680000,6,0,0,6
47700000,6,0,0,6
47720000,6,0,0,6
47740000,6,0,0,6
47760000,6,0,0,6
47780000,6,0,0,6
47800000,6,0,0,6
47820000,6,0,0,6
47840000,6,0,0,6
47860000,6,0,0,6
47880000,6,0,0,6
47900000,6,0,0,6
47920000,6,0,0,6
47940000,6,0,0,6
47960000,6,0,0,6
47980000,6,0,0,6
48000000,6,0,0,6
48020000,6,0,0,6
48040000,6,0,0,6
48060000,6,0,0,6
48080000,6,0,0,6
48100000,6,0,0,6
48120000,6,0,0,6
48140000,6,0,0,6
48160000,6,0,0,6
48180000,6,0,0,6
48200000,6,0,0,6
48220000,6,0,0,6
48240000,6,0,0,6
48260000,6,0,0,6
48280000,6,0,0,6
48300000,6,0,0,6
48320000,6,0,0,6
48340000,6,0,0,6
48360000,6,0,0,6
48380000,6,0,0,6
48400000,6,0,0,6
48420000,6,0,0,6
48440000,6,0,0,6
48460000,6,0,0,6
48480000,6,0,0,6
48500000,6,0,0,6
48520000,6,0,0,6
48540000,6,0,0,6
48560000,6,0,0,6
48580000,6,0,0,6
48600000,6,0,0,6
48620000,6,0,0,6
48640000,6,0,0,6
48660000,6,0,0,6
48680000,6,0,0,6
48700000,6,0,0,6
48720000,6,0,0,6
48740000,6,0,0,6
48760000,6,0,0,6
48780000,6,0,0,6
48800000,6,0,0,6
48820000,6,0,0,6
48840000,6,0,0,6
48860000,6,0,0,6
48880000,6,0,0,6
48900000,6,0,0,6
48920000,6,0,0,6
48940000,6,0,0,6
48960000,6,0,0,6
48980000,6,0,0,6
49000000,6,0,0,6
49020000,6,0,0,6
49040000,6,0,0,6
49060000,6,0,0,6
49080000,6,0,0,6
49100000,6,0,0,6
49120000,6,0,0,6
49140000,6,0,0,6
49160000,6,0,0,6
49180000,6,0,0,6
49200000,6,0,0,6
49220000,6,0,0,6
49240000,6,0,0,6
49260000,6,0,0,6
49280000,6,0,0,6
49300000,6,0,0,6
49320000,6,0,0,6
49340000,6,0,0,6
49360000,6,0,0,6
49380000,6,0,0,6
49400000,6,0,0,6
49420000,6,0,0,6
49440000,6,0,0,6
49460000,6,0,0,6
49480000,6,0,0,6
49500000,6,0,0,6
49520000,6,0,0,6
49540000,6,0,0,6
49560000,6,0,0,6
49580000,6,0,0,6
49600000,6,0,0,6
49620000,6,0,0,6
49640000,6,0,0,6
49660000,6,0,0,6
49680000,6,0,0,6
49700000,6,0,0,6
49720000,6,0,0,6
49740000,6,0,0,6
49760000,6,0,0,6
49780000,6,0,0,6
49800000,6,0,0,6
49820000,6,0,0,6
49840000,6,0,0,6
49860000,6,0,0,6
49880000,6,0,0,6
49900000,6,0,0,6
49920000,6,0,0,6
49940000,6,0,0,6
49960000,6,0,0,6
49980000,6,0,0,6
50000000,6,0,0,6
50020000,6,0,0,6
50040000,6,0,0,6
50060000,6,0,0,6
50080000,6,0,0,6
50100000,6,0,0,6
50120000,6,0,0,6
50140000,6,0,0,6
50160000,6,0,0,6
50180000,6,0,0,6
50200000,6,0,0,6
50220000,6,0,0,6
50240000,6,0,0,6
50260000,6,0,0,6
50280000,6,0,0,6
50300000,6,0,0,6
50320000,6,0,0,6
50340000,6,0,0,6
50360000,6,0,0,6
50380000,6,0,0,6
50400000,6,0,0,6
50420000,6,0,0,6
50440000,6,0,0,6
50460000,6,0,0,6
50480000,6,0,0,6
50500000,6,0,0,6
50520000,6,0,0,6
50540000,6,0,0,6
50560000,6,0,0,6
50580000,6,0,0,6
50600000,6,0,0,6
50620000,6,0,0,6
50640000,6,0,0,6
50660000,6,0,0,6
50680000,6,0,0,6
50700000,6,0,0,6
50720000,6,0,0,6
50740000,6,0,0,6
50760000,6,0,0,6
50780000,6,0,0,6
50800000,6,0,0,6
50820000,6,0,0,6
50840000,6,0,0,6
50860000,6,0,0,6
50880000,6,0,0,6
50900000,6,0,0,6
50920000,6,0,0,6
50940000,6,0,0,6
50960000,6,0,0,6
50980000,6,0,0,6
51000000,6,0,0,6
51020000,6,0,0,6
51040000,6,0,0,6
51060000,6,0,0,6
51080000,6,0,0,6
51100000,6,0,0,6
51120000,6,0,0,6
51140000,6,0,0,6
51160000,6,0,0,6
51180000,6,0,0,6
51200000,6,0,0,6
51220000,6,0,0,6
51240000,6,0,0,6
51260000,6,0,0,6
51280000,6,0,0,6
51300000,6,0,0,6
51320000,6,0,0,6
51340000,6,0,0,6
51360000,6,0,0,6
51380000,6,0,0,6
51400000,6,0,0,6
51420000,6,0,0,6
51440000,6,0,0,6
51460000,6,0,0,6
51480000,6,0,0,6
51500000,6,0,0,6
51520000,6,0,0,6
51540000,6,0,0,6
51560000,6,0,0,6
51580000,6,0,0,6
51600000,6,0,0,6
51620000,6,0,0,6
51640000,6,0,0,6
51660000,6,0,0,6
51680000,6,0,0,6
51700000,6,0,0,6
51720000,6,0,0,6
51740000,6,0,0,6
51760000,6,0,0,6
51780000,6,0,0,6
51800000,6,0,0,6
51820000,6,0,0,6
51840000,6,0,0,6
51860000,6,0,0,6
51880000,6,0,0,6
51900000,6,0,0,6
51920000,6,0,0,6
51940000,6,0,0,6
51960000,6,0,0,6
51980000,6,0,0,6
52000000,6,0,0,6
52020000,6,0,0,6
52040000,6,0,0,6
52060000,6,0,0,6
52080000,6,0,0,6
52100000,6,0,0,6
52120000,6,0,0,6
52140000,6,0,0,6
52160000,6,0,0,6
52180000,6,0,0,6
52200000,6,0,0,6
52220000,6,0,0,6
52240000,6,0,0,6
52260000,6,0,0,6
52280000,6,0,0,6
52300000,6,0,0,6
52320000,6,0,0,6
52340000,6,0,0,6
52360000,6,0,0,6
52380000,6,0,0,6
52400000,6,0,0,6
52420000,6,0,0,6
52440000,6,0,0,6
52460000,6,0,0,6
52480000,6,0,0,6
52500000,6,0,0,6
52520000,6,0,0,6
52540000,6,0,0,6
52560000,6,0,0,6
52580000,6,0,0,6
52600000,6,0,0,6
52620000,6,0,0,6
52640000,6,0,0,6
52660000,6,0,0,6
52680000,6,0,0,6
52700000,6,0,0,6
52720000,6,0,0,6
52740000,6,0,0,6
52760000,6,0,0,6
52780000,6,0,0,6
52800000,6,0,0,6
52820000,6,0,0,6
52840000,6,0,0,6
52860000,6,0,0,6
52880000,6,0,0,6
52900000,6,0,0,6
52920000,6,0,0,6
52940000,6,0,0,6
52960000,6,0,0,6
52980000,6,0,0,6
53000000,6,0,0,6
53020000,6,0,0,6
53040000,6,0,0,6
53060000,6,0,0,6
53080000,6,0,0,6
53100000,6,0,0,6
53120000,6,0,0,6
53140000,6,0,0,6
53160000,6,0,0,6
53180000,6,0,0,6
53200000,6,0,0,6
53220000,6,0,0,6
53240000,6,0,0,6
53260000,6,0,0,6
53280000,6,0,0,6
53300000,6,0,0,6
53320000,6,0,0,6
53340000,6,0,0,6
53360000,6,0,0,6
53380000,6,0,0,6
53400000,6,0,0,6
53420000,6,0,0,6
53440000,6,0,0,6
53460000,6,0,0,6
53480000,6,0,0,6
53497613,6,1,0,5
53500000,5,0,0,5
53520000,5,0,0,5
53540000,5,0,0,5
53560000,5,0,0,5
53580000,5,0,0,5
53600000,5,0,0,5
53620000,5,0,0,5
53640000,5,0,0,5
53660000,5,0,0,5
53680000,5,0,0,5
53700000,5,0,0,5
53720000,5,0,0,5
53740000,5,0,0,5
53760000,5,0,0,5
53780000,5,0,0,5
53800000,5,0,0,5
53820000,5,0,0,5
53840000,5,0,0,5
53860000,5,0,0,5
53880000,5,0,0,5
53900000,5,0,0,5
53920000,5,0,0,5
53940000,5,0,0,5
53960000,5,0,0,5
53980000,5,0,0,5
54000000,5,0,0,5
54020000,5,0,0,5
54040000,5,0,0,5
54060000,5,0,0,5
54080000,5,0,0,5
54100000,5,0,0,5
54120000,5,0,0,5
54140000,5,0,0,5
54160000,5,0,0,5
54180000,5,0,0,5
54200000,5,0,0,5
54220000,5,0,0,5
54240000,5,0,0,5
54260000,5,0,0,5
54280000,5,0,0,5
54300000,5,0,0,5
54320000,5,0,0,5
54340000,5,0,0,5
54360000,5,0,0,5
54380000,5,0,0,5
54400000,5,0,0,5
54420000,5,0,0,5
54440000,5,0,0,5
54460000,5,0,0,5
54480000,5,0,0,5
54500000,5,0,0,5
54520000,5,0,0,5
54540000,5,0,0,5
54560000,5,0,0,5
54580000,5,0,0,5
54600000,5,0,0,5
54620000,5,0,0,5
54640000,5,0,0,5
54660000,5,0,0,5
54680000,5,0,0,5
54700000,5,0,0,5
54720000,5,0,0,5
54740000,5,0,0,5
54760000,5,0,0,5
54780000,5,0,0,5
54800000,5,0,0,5
54820000,5,0,0,5
54840000,5,0,0,5
54860000,5,0,0,5
54880000,5,0,0,5
54900000,5,0,0,5
54920000,5,0,0,5
54940000,5,0,0,5
54960000,5,0,0,5
54980000,5,0,0,5
55000000,5,0,0,5
55020000,5,0,0,5
55040000,5,0,0,5
55060000,5,0,0,5
55080000,5,0,0,5
55100000,5,0,0,5
55120000,5,0,0,5
55140000,5,0,0,5
55160000,5,0,0,5
55180000,5,0,0,5
55200000,5,0,0,5
55220000,5,0,0,5
55240000,5,0,0,5
55260000,5,0,0,5
55280000,5,0,0,5
55300000,5,0,0,5
55320000,5,0,0,5
55340000,5,0,0,5
55360000,5,0,0,5
55380000,5,0,0,5
55400000,5,0,0,5
55420000,5,0,0,5
55440000,5,0,0,5
55460000,5,0,0,5
55480000,5,0,0,5
55500000,5,0,0,5
55520000,5,0,0,5
55540000,5,0,0,5
55560000,5,0,0,5
55580000,5,0,0,5
55600000,5,0,0,5
55620000,5,0,0,5
55640000,5,0,0,5
55660000,5,0,0,5
55680000,5,0,0,5
55700000,5,0,0,5
55720000,5,0,0,5
55740000,5,0,0,5
55760000,5,0,0,5
55780000,5,0,0,5
55800000,5,0,0,5
55820000,5,0,0,5
55840000,5,0,0,5
55860000,5,0,0,5
55880000,5,0,0,5
55900000,5,0,0,5
55920000,5,0,0,5
55940000,5,0,0,5
55960000,5,0,0,5
55980000,5,0,0,5
56000000,5,0,0,5
56020000,5,0,0,5
56040000,5,0,0,5
56060000,5,0,0,5
56080000,5,0,0,5
56100000,5,0,0,5
56120000,5,0,0,5
56140000,5,0,0,5
56160000,5,0,0,5
56180000,5,0,0,5
56200000,5,0,0,5
56220000,5,0,0,5
56240000,5,0,0,5
56260000,5,0,0,5
56280000,5,0,0,5
56300000,5,0,0,5
56320000,5,0,0,5
56340000,5,0,0,5
56360000,5,0,0,5
56380000,5,0,0,5
56400000,5,0,0,5
56420000,5,0,0,5
56440000,5,0,0,5
56460000,5,0,0,5
56480000,5,0,0,5
56500000,5,0,0,5
56520000,5,0,0,5
56540000,5,0,0,5
56560000,5,0,0,5
56580000,5,0,0,5
56600000,5,0,0,5
56620000,5,0,0,5
56640000,5,0,0,5
56660000,5,0,0,5
56680000,5,0,0,5
56700000,5,0,0,5
56720000,5,0,0,5
56740000,5,0,0,5
56760000,5,0,0,5
56780000,5,0,0,5
56800000,5,0,0,5
56820000,5,0,0,5
56840000,5,0,0,5
56860000,5,0,0,5
56880000,5,0,0,5
56900000,5,0,0,5
56920000,5,0,0,5
56940000,5,0,0,5
56960000,5,0,0,5
56980000,5,0,0,5
57000000,5,0,0,5
57020000,5,0,0,5
57040000,5,0,0,5
57060000,5,0,0,5
57080000,5,0,0,5
57100000,5,0,0,5
57120000,5,0,0,5
57140000,5,0,0,5
57160000,5,0,0,5
57180000,5,0,0,5
57200000,5,0,0,5
57220000,5,0,0,5
57240000,5,0,0,5
57260000,5,0,0,5
57280000,5,0,0,5
57300000,5,0,0,5
57320000,5,0,0,5
57340000,5,0,0,5
57360000,5,0,0,5
57380000,5,0,0,5
57400000,5,0,0,5
57420000,5,0,0,5
57440000,5,0,0,5
57460000,5,0,0,5
57480000,5,0,0,5
57500000,5,0,0,5
57520000,5,0,0,5
57540000,5,0,0,5
57560000,5,0,0,5
57580000,5,0,0,5
57600000,5,0,0,5
57620000,5,0,0,5
57640000,5,0,0,5
57660000,5,0,0,5
57680000,5,0,0,5
57700000,5,0,0,5
57720000,5,0,0,5
57740000,5,0,0,5
57760000,5,0,0,5
57780000,5,0,0,5
57800000,5,0,0,5
57820000,5,0,0,5
57840000,5,0,0,5
57860000,5,0,0,5
57880000,5,0,0,5
57900000,5,0,0,5
57920000,5,0,0,5
57940000,5,0,0,5
57960000,5,0,0,5
57980000,5,0,0,5
58000000,5,0,0,5
58020000,5,0,0,5
58040000,5,0,0,5
58060000,5,0,0,5
58080000,5,0,0,5
58100000,5,0,0,5
58120000,5,0,0,5
58140000,5,0,0,5
58160000,5,0,0,5
58180000,5,0,0,5
58200000,5,0,0,5
58220000,5,0,0,5
58240000,5,0,0,5
58260000,5,0,0,5
58280000,5,0,0,5
58300000,5,0,0,5
58320000,5,0,0,5
58340000,5,0,0,5
58360000,5,0,0,5
58380000,5,0,0,5
58400000,5,0,0,5
58420000,5,0,0,5
58440000,5,0,0,5
58460000,5,0,0,5
58480000,5,0,0,5
58500000,5,0,0,5
58520000,5,0,0,5
58540000,5,0,0,5
58560000,5,0,0,5
58580000,5,0,0,5
58600000,5,0,0,5
58620000,5,0,0,5
58640000,5,0,0,5
58660000,5,0,0,5
58680000,5,0,0,5
58700000,5,0,0,5
58720000,5,0,0,5
58740000,5,0,0,5
58760000,5,0,0,5
58780000,5,0,0,5
58800000,5,0,0,5
58820000,5,0,0,5
58840000,5,0,0,5
58860000,5,0,0,5
58880000,5,0,0,5
58900000,5,0,0,5
58920000,5,0,0,5
58940000,5,0,0,5
58960000,5,0,0,5
58980000,5,0,0,5
59000000,5,0,0,5
59020000,5,0,0,5
59040000,5,0,0,5
59060000,5,0,0,5
59080000,5,0,0,5
59100000,5,0,0,5
59120000,5,0,0,5
59140000,5,0,0,5
59160000,5,0,0,5
59180000,5,0,0,5
59200000,5,0,0,5
59220000,5,0,0,5
59240000,5,0,0,5
59260000,5,0,0,5
59280000,5,0,0,5
59300000,5,0,0,5
59320000,5,0,0,5
59340000,5,0,0,5
59360000,5,0,0,5
59380000,5,0,0,5
59400000,5,0,0,5
59420000,5,0,0,5
59440000,5,0,0,5
59460000,5,0,0,5
59480000,5,0,0,5
59500000,5,0,0,5
59520000,5,0,0,5
59540000,5,0,0,5
59560000,5,0,0,5
59580000,5,0,0,5
59600000,5,0,0,5
59620000,5,0,0,5
59640000,5,0,0,5
59660000,5,0,0,5
59680000,5,0,0,5
59700000,5,0,0,5
